Date,9988.HK,GOOG,ASML,1801.HK,CCJ,DELL,HALO,HON,005380.KS,ISRG,2454.TW,META,NVMI,NOVO-B.CO,NVDA,207940.KS,005930.KS,300124.SZ,300760.SZ,000660.KS,SYK,6762.T,2330.TW,9880.HK,VRTX,6669.TW,1810.HK,FN,1211.HK
2024-01-02,-0.011904830534573474,-0.00972116165561876,-0.052845796538286804,-0.005847953216374324,-0.0245939452135312,-0.02235296477278026,0.011634207679307895,-0.0033854913115134444,-0.014742089115069912,-0.018911473328959927,-0.033497515179005455,-0.021669007168184984,-0.012664717234835088,-0.0014323902285047208,-0.027341452811668443,0.03815789473684217,0.014012704587604174,-0.014095693741206894,0.00987621644612835,0.006360133929345313,-0.010786027182219327,0.0,0.0,-0.019262520961940255,0.009879792742383264,-0.035616373913332056,-0.007692361301217643,-0.0063048228692150765,-0.023320859771551627
2024-01-03,-0.01874150371142147,0.005732301865816414,-0.018900162192704184,-0.022352959127987182,-0.012607120108532488,0.024201106619810453,-0.043059658642233045,-0.021387718958775226,-0.03341642859411309,-0.02673879331003226,-0.028542331625081796,-0.0052556777526625575,-0.02617020237890888,0.009324296969430268,-0.012435530789730254,-0.0025348542458808465,-0.032663329507592986,-0.019277060363421805,-0.012505692102500299,-0.03932570283097403,-0.007730324432900226,0.0,-0.025295109612141653,0.006172873862815509,-0.00048675428986566516,-0.036931894071640214,-0.03229974255721246,-0.020092015828542586,0.005730571332321688
2024-01-04,0.010231877635968889,-0.01652891567819792,-0.004379042354896279,0.001203351094551941,0.027222390263373475,-0.00822453574301052,0.021520415987526853,0.0018091099496273522,-0.019607794118920663,0.0035388945878360722,-0.00043082355970980313,0.0076929401522731755,-0.0010597985100676555,0.035957964710674695,0.009018417439388582,-0.021601016518424387,-0.0051947832577018405,-0.009827953154428748,-0.013768189548116094,-0.0029240236295909883,0.013982342615021626,-0.023969070820238914,0.0034602076124568004,0.003904054301884896,0.013245361823639223,-0.017699089030223436,0.006675593092494658,-0.014784468062876477,-0.004748265834200405
2024-01-05,-0.03241051320449162,-0.004708815048103943,0.004355480978781356,-0.07692300638503313,-0.009146311402157159,-0.0017111626312418249,-0.03912449617032565,-0.006686215106519011,-0.014210597924827595,-0.00238187595458883,-0.007543142275672543,0.013914504902952318,-0.020006056800018435,-0.004253062010105446,0.02289669916594783,-0.018181818181818188,0.0,-0.007444253376348242,-0.007417372150943735,0.008064588181305066,-0.009126009380490685,-0.01037215612796849,-0.006896551724137945,-0.0038888719346787948,0.0008410575721471414,0.02702702495318765,-0.009283842442377677,0.009310460498045403,-0.006679396398430848
2024-01-08,-0.01814389384227255,0.022854752644069443,0.024881193738644614,-0.002604226167828738,0.010887598159768697,0.04641343068218973,0.01110476655779058,-0.004274571318411802,-0.008542365766387006,0.019720884811046613,-0.0010857819614833453,0.019065153332576523,0.01654809208511132,-0.007991089621265712,0.06428103816643893,-0.0092592592592593,-0.0013054512836605525,-0.01999994970755914,-0.016179613209817645,-0.010908978316484852,0.0157452512177243,0.0,0.012152777777777679,-0.018404924682601465,0.006290504483043247,-0.011695913860335971,-0.03882195046829939,0.022193346061549102,-0.01633053174789978
2024-01-09,-0.008528726017814958,0.014445208781659336,-0.00678386492668559,0.01958224582088941,0.047295706426037976,-0.028351705282811723,-0.014643668477761662,-0.0050822691492904415,-0.0005385677898445129,0.005169410334960212,0.008695697323162666,-0.0034293691882248956,-0.00387958116216347,0.004305460229176106,0.01697507938740772,0.004005340453938633,-0.02352936361097513,0.016836716164321253,0.009530684282899271,0.01029404902093245,0.010900592984601998,-0.003236712728028057,0.005145797598627766,0.018750017339532965,0.004509483371007095,0.01479296561154464,-0.0013927231592972822,0.004352861472425307,0.013671890716069335
2024-01-10,-0.006451540765356034,0.008698259669742692,0.002569986453706541,0.06530087802512585,0.009389725519268755,0.014784055331604984,-0.010288670851168025,0.0038188910727612324,0.005926692191257743,0.10252303635871818,-0.004310367014670025,0.03648263708814703,0.0003818484377482445,0.02046760486826349,0.022770030399013708,-0.007978723404255317,-0.014725747067533157,-0.042147505983012534,-0.014870816835011569,-0.028384330782308953,0.014938138903120901,0.044997641235426045,-0.0034129692832765013,-0.008365867119182413,0.006531911204512575,0.032069933489405233,-0.01673638553447654,-0.019238897718609427,-0.01445086768931425
2024-01-11,0.022366503579646757,-0.0009042107657547538,0.0010311189019782674,-0.016826850334565435,0.033444018493522076,0.018658203615051328,-0.01732608346266551,-0.0036068112057328072,0.0016068641589033206,-0.005871901706020033,-0.004329026708600359,-0.002159388390572725,0.01862597283516232,-0.012061324352069525,0.008684457456466621,0.006702412868632601,-0.005434650994392776,-0.010302144401601265,0.009474999566669418,0.018726714753252605,0.003931346075805253,0.013317547820759446,0.003424657534246478,0.008436445299516482,0.014914047246072482,0.0790960937256393,0.026950294360700733,0.01589780656960116,0.03812325835569763
2024-01-12,-0.004234322183613526,0.003967555278250323,-0.007390217371609387,-0.019559976085859576,0.0698670822680354,-0.0050183323615458075,0.011754379671687243,-0.002826254642942949,-0.005347497589129113,0.0038640774638243336,0.00652177299237211,0.013038571857240555,0.002697846251236591,-0.004663972604013078,-0.0020430402901078226,-0.009320905459387463,-0.0013660869544235288,-0.014643602381471776,-0.011420322473839506,-0.01397075278397375,0.012654208808232426,0.03212609422625978,-0.0034129692832765013,-0.0005577585154126208,0.007719511318532213,-0.0026178527025916276,-0.012430894833693196,0.001538425300369628,-0.0065913439996861944
2024-01-15,-0.0007087935704837012,0.0,0.0,-0.0012468638145414213,0.0,0.0,0.0,0.0,0.00806437058595999,0.0,-0.004319676710673903,0.0,0.0,0.0,0.0,0.026881720430107503,0.010943755438735936,-0.01432411578850179,0.005414979294457556,0.0,0.0,-0.0018392078436216819,0.003424657534246478,0.00446430282021093,0.0,-0.020997388353836688,-0.004195833483664813,0.0,-0.019905234245364167
2024-01-16,-0.029787191583537598,-0.0011092835883919072,-0.009421979370062838,0.013732815169484436,-0.01923078248242316,0.0026477694726048107,0.05605577368774073,-0.0165591460665675,-0.006933338402763889,-0.003794245182244138,-0.029284109341323084,-0.018772183717685853,-0.001494745468464731,0.008131214575154422,0.030561225621564603,0.002617801047120505,-0.017591239385046475,-0.0056311513634933474,-0.011454120100906184,-0.014914306337846961,0.004442294566937788,0.010914224475747192,-0.010238907849829393,-0.013333299424913236,0.00943700137399528,0.024128752993941793,-0.02949438785426084,-0.002648305041938581,-0.007736936414457607
2024-01-17,-0.04020465123350114,-0.008259298969001905,0.00816705854364308,-0.04679797494063265,-0.02124178644002428,-0.02339014966931463,-0.008800871547100964,0.0009101518480461035,-0.023630379266434964,-0.009521656548746704,-0.017877115406470523,0.0024764447152254565,-0.00928147781822164,0.0012303490678029494,-0.005835126900777032,-0.01305483028720622,-0.022038473660637714,-0.026671558192073008,-0.021103516290795654,-0.008326979950587066,-0.0019408692953201134,-0.010095343860581085,0.0017241379310344307,0.0016891203978557368,-0.008525864710074327,-0.01308906284458522,-0.049204006260299304,-0.009240602575485868,-0.04824565757515764
2024-01-18,0.015232302927000063,0.01469657931670132,0.04529167191852412,0.027131762696657846,-0.0022954316849652656,0.009657476409462351,-0.030799128250669217,0.011013006279985582,-0.00880098793397599,0.036363095227971876,0.020477776132177272,0.02106583584953059,0.040420112411945874,-0.00013647083173706775,0.018803570919146306,-0.007936507936507908,0.00985914027690682,0.010698180086636588,0.012912817225452011,0.039694632233276295,0.0033155385978784757,0.022804481768615492,0.012048192771084265,0.011804419199348493,-0.001798226580911222,-0.0026525046127052754,0.013698580426060092,0.025782577302420062,0.005632391855088015
2024-01-19,-0.016504068370326475,0.020553113054031735,0.017863712182985436,-0.08930815690718352,-0.017151218844563942,0.060961524042593807,-0.022330339893564144,0.00324782296162196,0.008324127246129187,0.007770318891589856,0.025641016537955474,0.019461515913850924,0.048798094795513336,0.00013648945856692407,0.04174617349743204,0.026666666666666616,0.041840990597005634,-0.0020426611795306693,0.01329769748761489,0.03744513202825406,0.0010484618097124088,0.01744919092726871,0.06462585034013602,-0.007222239176432277,0.0047114831529906365,0.05851064010523532,-0.010510464929127439,0.0553378892558094,-0.004073374108639838
2024-01-22,-0.0015256006141128875,-0.0017571467397505813,0.011677987244818722,-0.052486228890472164,-0.017237733069403793,-0.02028492851003394,-0.004099654409666975,0.0012950333107728529,-0.008805546522020036,0.002641241702763919,0.0021739243307907774,-0.004355276618682513,-0.011770387277235228,-0.007919163348989122,0.0027399444916023086,0.029870129870129825,0.005354729177808659,-0.005210294263529147,-0.006326612394750075,0.009200037903658753,-0.005649924002687157,0.017558156670967273,0.0,-0.17459427801377525,0.01170060334338019,0.09799002556332992,-0.015174564363318988,0.006932035303741424,-0.024028615379502738
2024-01-23,0.03361344439644309,0.0065668923834585335,0.015273788505891117,0.02478140838848608,0.024685928171763738,0.015898487423498642,0.021758356806453216,0.009450735900623508,0.026096485497276944,-0.011708027793481901,-0.01193050933712303,0.00895794866238786,0.021649349745503255,-0.007569523811168599,0.003671170264851531,0.007566204287515754,0.001331525466346628,0.01907969135039944,0.0023285085683817375,-0.012622703463416096,-0.0034794174949198675,-0.002407704390877785,0.0031948881789136685,0.16067794541181146,-0.0009315242966000392,0.01601821297571604,0.018490041082939168,-0.00044254690017953013,0.031953895595349335
2024-01-24,0.07317058835962076,0.011232341710960325,0.08854167946546054,0.015647203789041608,0.0025359172830241583,0.015528282986338349,0.008633071570087747,-0.01512752977153542,0.001082100501547112,-0.003607862805735551,0.02744237125108495,0.014278243323602835,0.022081921548355865,0.005408463979001743,0.024869318776135296,-0.013767209011264048,-0.015957378660802823,0.018722472356520692,0.027223115181832513,0.004971839991079419,-0.014190537914181567,-0.008447303978953435,-0.0015923566878981443,0.08761682399173676,-0.027609766457594276,-0.04279283426957947,0.03630858793804004,0.01972742865425925,0.012182788062034211
2024-01-25,0.01033063944014656,0.02188213206276801,0.02569311215303438,0.008403339794098352,-0.030775642716529217,-0.008003814168582424,-0.015406588510175068,0.013458643624827182,0.020000072953711534,0.01324072148379063,0.007478602599703343,0.006347562026780773,-0.007112168587922074,-0.0015172803537205626,0.0041555426162820375,-0.0038071065989847552,0.0013512098666312866,0.004324313246819145,0.0030035219297701587,-0.028975335368632837,0.013517501492103179,-0.003921577430763601,0.02392344497607657,0.0,0.00561323302036798,-0.014117566424846628,0.002919705285395313,0.011337351010011432,-0.005015083358786976
2024-01-26,-0.033401451411247174,0.0009763770307928965,-0.0015303617596285068,-0.07361115349663627,0.008264462809917328,0.014209995556091481,-0.00869311074041279,-0.0037519121465269256,-0.007419160856320217,-0.0005600220134797107,-0.007423088272451195,0.0024417357231392156,-0.015339836999667011,0.011189481677469804,-0.009510297738524076,-0.015286624203821653,-0.009446681082226682,0.020272651620994564,0.0016559446573258807,-0.010189161295078741,-0.0017633771012166566,-0.015612261736699606,0.0031152647975076775,-0.03329751369418976,0.0004884686408739292,-0.007159924037443699,-0.03930130792200748,-0.002862214804846497,-0.04133059259631844
2024-01-29,0.02397732014152054,0.00682747349945001,0.017136173102425767,0.005997024650380434,0.01574633521532287,-0.009617595725068817,0.005846266246473775,0.00619427638716874,0.04431382265417505,0.011740830883306241,0.0021366949960264225,0.01745558659037383,0.0059021382933592825,0.01871580472208767,0.023496300665203584,0.03492884864165591,0.013624084902176703,-0.02022153272389582,-0.053882971422006265,-0.007353174779120231,0.010084878274447373,0.006481873259082338,0.006211180124223503,-0.02333331637912328,0.013134327638189891,0.05288455573388573,0.0075757865844463534,0.016552680161092237,-0.0215562881432112
2024-01-30,-0.019972394054337372,-0.011560294824394912,-0.016530225577660262,-0.050670607876286966,0.017201127727244803,0.01666459394435571,-0.018599226750550812,0.01403600725443832,-0.02862968191709414,-0.004931941921949012,0.026652453762909145,-0.0023938464716876107,-0.0021833070084446016,0.0033526024887089445,0.004946680448414398,0.028750000000000053,-0.0013442690670489865,-0.022972014085993475,-0.004572670466145068,0.014074008682698258,0.0068045059349370884,0.0017812442053539712,-0.0092592592592593,0.02389076720894967,0.023541781184024835,0.020547944406337226,-0.030075230561518396,0.0345427838869663,-0.044062336540425795
2024-01-31,-0.022487654234087495,-0.07350534790035435,0.0020621432300285125,-0.010989022834466122,-0.003131593224185325,-0.02264149244030622,0.0023689077664501568,-0.017678630143838414,0.02421043582190463,0.0024649279194217666,0.003115280868334125,-0.02479620544822525,-0.009846170539529964,0.0355518429819528,-0.01986484244436293,0.020656136087484844,-0.021534123258955984,0.027920647209956906,0.0020915699588424097,-0.016069922771236533,0.05949977630196979,0.017918269848563595,-0.02180685358255452,0.014444478352864554,-0.028470189364560805,-0.015659865740568213,-0.044961235725380244,-0.028749521319095694,-0.020236100815824165
2024-02-01,0.021567232766354083,0.006417450008351366,0.02382098529761656,0.04761904761904767,0.05884823965485397,0.03499043914126698,0.012112256008683708,-0.024473471241156397,0.06885922540518075,0.014832598311713463,-0.037267074602586825,0.011893170208542303,0.001243062893482083,0.014971755873243842,0.024379534244400203,-0.013095238095238049,0.012379450659668167,0.00964977732107375,0.018111989475978918,-0.014847871836564996,0.015142405360311528,0.05482393796894103,0.0,-0.03285870645918054,0.001130624922364598,-0.01363640059140736,0.004870164050564618,0.038780380274103576,0.0057372785752018984
2024-02-02,-0.004926208568154955,0.005815833238145274,0.000134624844970066,-0.031818158698804444,-0.030656718444332598,0.006294944011376424,-0.01692930661916814,-0.0060817451549325385,0.09134625943103347,-0.0001563128486379295,0.006451646040862569,0.20317630699611433,0.012138729844512808,-0.006358177886163219,0.049708924739692684,0.036188178528347326,0.021739258491942248,0.013097328844969836,-0.02108421939285665,0.016578717825581846,0.0043750958009649565,-0.007770612934782539,0.011146496815286566,-0.03171011274050084,-0.021181465749720796,0.06451622779041566,-0.014539604483994828,0.008386314381424675,-0.014261309674115652
2024-02-05,-0.0007070735364048675,0.009683738885413407,0.01061307854998561,-0.05790298395284055,-0.014282726279317925,-0.007066605982341656,0.0,-0.015807438166183352,0.04845803661721404,0.00044300865779356435,0.0010683134752911272,-0.032800568026885024,0.014173777383677644,0.036345043972610735,0.04794443661860526,-0.01396973224679865,-0.011968220833900922,0.03686233353622792,0.06323140883808542,-0.01927361222518542,0.002514292769307813,-0.014507697828403887,0.017322834645669305,0.01403505202622446,0.009913398430027698,-0.01948062650289495,-0.006557370898096271,-0.0002235090289870456,-0.006365710003262359
2024-02-06,0.07572533624097333,0.003312007711919751,0.007067050849683731,0.09634550105572703,-0.014282867213062711,-0.03535171402415138,0.039786227447924594,0.003264174223320593,-0.010504231158662836,0.014976298284723688,0.0,-0.010208718237225911,-0.01901499560731834,0.004568970700445929,-0.015995586695485398,-0.0011806375442738881,0.0013460785588175206,0.012636826985402472,0.028698103520671703,0.04308406027342193,-0.009157001657887465,0.006383550151310535,0.0,0.035755550318718576,-0.029751240014492808,0.0,0.06435641421915839,-0.1841234897313675,0.05358181075924584
2024-02-07,-0.014473734646085368,0.008733934680906108,0.019162432989275224,0.05303030303030298,0.009029843438729479,0.01282043668663957,0.008281008330571105,0.0023755515166932195,0.040339640829785806,0.004336786755673394,0.0,0.03270133250844465,0.013698630136986356,0.010694636955022485,0.027497866448396246,-0.023640661938534313,0.008064535274841855,0.03161407588487952,0.029059821845580647,0.0,0.008682406909801044,-0.016310677448020283,0.0,-0.04899778815533995,0.007089086715301507,0.0,-0.015503861641813277,0.05426744259573568,0.010503070008931914
